customer_id,customer_zip_code_prefix,customer_city,Customer_Name,customer_state
05OT1anwVdYT,65250,sao paulo,Megan Brown,SP
05VWzyAZyAAI,65230,barra do garcas,Ashley Hill,MT
05d85g7rSQVW,77423,rio claro,Elijah Martinez,SP
05sHg4lqmnNI,15380,sao paulo,Chen Harris,SP
05uFV7XxNMGN,62655,palmas,Ashley Scott,TO
05um7WPw7yfS,96010,belo horizonte,Liam Smith,MG
066NFrOf0Wz2,14890,sao paulo,Ashley Hall,SP
06BPzhyLdEuL,13802,criciuma,Joseph Thomas,SC
06Dzpf2fZgGH,78335,pouso alegre,Sophia Hall,MG
06ME0ubwcN18,13058,barueri,William Martinez,SP
06RlrvrVUQ9c,39205,jundiai,Ava Evans,SP
06Vy4OCk2LWF,7860,criciuma,Fatima Brown,SC
06YPrb7kAlAc,44960,sao paulo,Sophia Perez,SP
06pCqFhhIZLy,59310,sao roque,Elijah Harris,SP
06r82kqqrOrr,4942,rio de janeiro,Mia Hall,RJ
072dCh6hl1af,8571,divinopolis,Noah King,MG
079wpJhOqeH3,3653,cajamar,Rachel Mitchell,SP
07E1LuEpgCO7,96842,porto alegre,Nicole Ramirez,RS
07GBVbTRlwMb,4548,porto alegre,Megan Garcia,RS
07NV2sCjlXmX,39363,primavera do leste,Jessica Taylor,MT
07OhEkLKlq4u,50720,sao joao de meriti,Joseph Lewis,RJ
07W1VuJbL6QC,6636,birigui,Emily Parker,SP
07aQsbg0F16z,98600,sao paulo,Carlos King,SP
07bidSPqihtZ,11664,rio de janeiro,Tomasz Garcia,RJ
07rmEkPHxGGZ,85830,guarapuava,Fatima White,PR
07vcTUA7NYH9,87020,santo andre,Jessica Perez,SP
080zfPrXB7X1,77970,brusque,James Thomas,SC
088Py6BjsdmR,13187,sao paulo,Jessica Hall,SP
08IsiIpyJFXx,4556,niteroi,Chen Ramirez,RJ
08P6RYX9xF6I,35668,brasilia,David Allen,DF
08UA3xCJaZQT,6810,santos,Rachel Rodriguez,SP
08WvMJlipByz,41311,santos,William Nelson,SP
08akYciJqjU1,2670,curitiba,James Taylor,PR
08gAZCfSAyRC,18707,florianopolis,Michael Edwards,SC
08gXETqCmoYn,24475,sorocaba,Sophia Adams,SP
08lOsGg4jppc,13322,belo horizonte,Tomasz Hall,MG
08mZmL1nDeqr,14500,rio de janeiro,Ashley Thompson,RJ
08pp4hhWq4HJ,40255,belem,Aisha Lee,PA
08sAabh9VkUA,63125,sao paulo,James Ramirez,SP
08sGMcadXQHe,27120,serra branca,Hannah Hill,PB
08xWIyRby9eG,75020,sao paulo,Olivia Perez,SP
096aVNlhDdS0,3377,sao paulo,Tomasz Clark,SP
097o3rEjIYe7,79102,sao paulo,Elijah Edwards,SP
098gI2Ww7tK2,31210,novo hamburgo,John Johnson,RS
09BS2LQeEJ1T,77950,sao paulo,Olivia Lee,SP
09SBOpqoPNld,44960,sao paulo,Emma Lee,SP
09dkzsGnfoN5,3640,araguari,Megan Harris,MG
09imoXNdV6i4,2372,pedra azul,Ali Taylor,MG
09oJGwMSqSBE,37750,porto alegre,Tomasz Nelson,RS
09t9d1gn679r,83203,porto alegre,Carlos Ramirez,RS
0A86JhAata1X,17310,carlos barbosa,Emma Brown,RS
0A9WqL2Hwr6s,26286,santa barbara d'oeste,Raj Roberts,SP
0AK0sWaHxiW8,3804,brasilia,Raj Thomas,DF
0AYqd8xSaSpj,74573,sao paulo,Carlos Evans,SP
0AePjvjwpJg6,95835,carapicuiba,Amanda Phillips,SP
0B5BPTnz6zIm,77695,sao paulo,Mei Taylor,SP
0B8MmYlPkecC,25900,pindare mirim,Emma Hall,MA
0BCdlul63GLm,21221,araguaina,James Lewis,TO
0BHnDN4PrsWf,1501,ubatuba,Emma Mitchell,SP
0BJDv473gChW,45818,ribeirao preto,Mia Parker,SP
0BLrTCkB7EQ2,72546,recife,Nicole Robinson,PE
0BSKJHLzK31b,79063,sao paulo,James Garcia,SP
0BrfC9XpPeXf,88230,brasilandia de minas,William Robinson,MG
0Bu8kkUF8LHF,5843,santa luzia,William White,MG
0BvH7oBjjLzq,6810,santos,Rachel Mitchell,SP
0CCdm1myeP8d,79390,juiz de fora,Hannah Smith,MG
0CF4I81a4kvV,72592,nao-me-toque,Fatima Brown,RS
0CHFXyBUlPBO,13380,goiania,Olivia Thompson,GO
0CJeFOazFlLP,70863,brasilia,Carlos Green,DF
0CRttDesUxVE,7097,ponto dos volantes,Sophia Harris,MG
0CSYJiy1ot2y,3067,sao paulo,Ava Phillips,SP
0CWfbBDlMzLd,19905,santo andre,Mei Smith,SP
0Cj5Xsd4cKxp,15870,porto alegre,Andrew Martinez,RS
0D0uGfeFxuk1,44065,sao paulo,Ava Perez,SP
0D1LFHPkmBfF,28500,sao paulo,Ali Robinson,SP
0DJcoxEQ9KB1,13035,florianopolis,Aisha Phillips,SC
0DLr5UQ21YwN,5858,ibaiti,Joseph White,PR
0DWvWXyL5MEU,11664,rio de janeiro,Mia Anderson,RJ
0Di8j1pi6VM5,2262,sao bernardo do campo,Aisha Wright,SP
0DiB6i6gEKvO,4384,iguatu,Benjamin Baker,CE
0Dm06qIOc788,89053,rio de janeiro,Sarah King,RJ
0DsldHCeQJhg,35910,brasilia,Benjamin Rodriguez,DF
0Dw8WksxBRg0,69025,rio de janeiro,Sarah Taylor,RJ
0EFzkvsaqzZd,15490,curitiba,Andrew Thompson,PR
0EVkHBlo6fDu,78360,londrina,Amanda King,PR
0EfI3eZJI5wF,37030,araquari,Joseph Campbell,SC
0ElCR6lB1a8Z,63580,rio de janeiro,Ali Allen,RJ
0FAsX2hT6yyN,72237,miranda do norte,Mia Scott,MA
0FCHHp5OXwMA,39470,campo alegre,James Anderson,SC
0FFdRoVFefrH,2203,atibaia,Andrew Clark,SP
0FJby7g2pCKa,3272,barueri,Aisha Hall,SP
0FJg9ZX9zEyz,75528,barueri,Megan Rodriguez,SP
0FXRwhaX2278,69086,niteroi,Olivia Johnson,RJ
0FjceZiwUUyB,27514,tuparendi,Megan Roberts,RS
0FkZ834hOD2R,5572,londrina,Megan Nelson,PR
0FvYBJsks96A,65074,rio de janeiro,Megan Hill,RJ
0FwJqZCVBUpj,99530,resende,Aisha Scott,RJ
0G8mQw8RRMf9,5640,cambe,Chen Hall,PR
0GGNhgz5ADgI,28910,jundiai,Noah Rodriguez,SP
0GKk4XC9oVB0,17600,sao paulo,John White,SP
0GTVIXRZuc2X,60713,sao joao batista,Amanda Scott,SC
0GUX5ahyiPz9,73369,sao jose dos campos,Lucas Johnson,SP
0GaNnPpMjVBv,62550,salvador,Isabella White,BA
0GbLZoPDduMr,1237,frutal,Ali Johnson,MG
0Gbb0cdauR0O,96290,maristela,Mia Hall,SP
0Gd95MpJ6u5O,5033,cachoeira do sul,Tomasz Green,RS
0GgMW3q9L2a0,55293,duque de caxias,Elijah Robinson,RJ
0GnG5E8r90fX,67020,campos dos goytacazes,Tomasz Roberts,RJ
0Go1ZjHxxq9H,55250,itabira,Carlos Edwards,MG
0GrTaWQ774g5,7052,barueri,Ashley Nelson,SP
0H16NfXfohfl,74150,resende,Michael King,RJ
0H5PfCZs37mo,74720,sao paulo,Sarah Thompson,SP
0H82GNY06ETL,18770,sao luis,David Wright,MA
0HCDIgxVjJ1A,88865,campinas,David Turner,SP
0HFu5RzLuHSi,68560,belo horizonte,Amanda Smith,MG
0HGUsnFOneqC,45455,praia grande,Carlos Baker,SP
0HOc4IVAMvcc,4013,pirassununga,Raj Brown,SP
0HUIGphapgob,6394,claudio,John Harris,MG
0HalCoEBhmPV,3191,rio de janeiro,Ali Evans,RJ
0Hpc85e0TqKp,29785,sao paulo,Robert Walker,SP
0I5VlmDYqEgE,6310,rio de janeiro,Mei Edwards,RJ
0I77U3ujAXpB,89285,rio de janeiro,Michael Campbell,RJ
0I86nnNgk2y4,28995,sorocaba,Hannah Hill,SP
0IEMZdaUnkuj,3803,serra,Benjamin Hall,ES
0IKqRs41qInS,77310,osasco,Sarah Roberts,SP
0IKtqSy8fvwU,28990,macae,Joseph Parker,RJ
0IbgE9RqUhhW,96075,sao paulo,Emma Baker,SP
0J7Ju780QNxa,36420,belo horizonte,Benjamin White,MG
0JA5r8Js6gbD,66035,rio de janeiro,Laura Hill,RJ
0JAhWKN0r9F9,17320,fortaleza,Aisha Green,CE
0JJmdxgOn4mB,73272,ferraz de vasconcelos,Liam Jackson,SP
0JMfCyj9xM7P,2250,juscimeira,Tomasz Thomas,MT
0JUnTiFZi4zY,58305,santos,Raj Walker,SP
0JVfGKeRylq7,12990,cachoeiro de itapemirim,John King,ES
0JVucGatAAzp,8501,jacare,Chris Martin,SP
0JZFD2iGV8hw,6028,sao paulo,Benjamin Brown,SP
0Jhzt44DM30M,35685,cuiaba,Elijah Young,MT
0KAe2R1Mxs4I,76812,curitiba,Sarah Turner,PR
0KCFYasbdnb7,12328,cacapava,James Smith,SP
0KOnQEOr6Zbk,31680,belem,Emily Parker,PA
0KUiIEsGC4mk,15014,sao borja,David Anderson,RS
0Kdq9JvD47Ln,51350,rio de janeiro,Mei Scott,RJ
0KkI7B3rQs4A,44340,sao paulo,Mei Harris,SP
0KmFyvOOjUsi,70680,cabo frio,Lucas Jackson,RJ
0Kuo4ZHiqnPV,36873,assis chateaubriand,Ashley Roberts,PR
0KvyjkP2IxHF,45203,itapeva,Aisha Brown,SP
0L9Ii3IYrsWF,50741,pocos de caldas,Michael Lewis,MG
0L9kj9ss3U8X,41906,mage,Carlos Thomas,RJ
0LDTg6nR2D3h,40390,salvador,Emma Garcia,BA
0LJU4n2WwHae,72304,sao caetano do sul,Jessica Young,SP
0LNwIcbilX72,12170,sao jose do rio preto,Robert Perez,SP
0LWqz31ZDUOH,45834,brasilia,Benjamin Parker,DF
0LfzNCDtgLOs,61654,aracaju,Mia Walker,SE
0LhvQtGwJl1i,58046,sao bernardo do campo,Joshua Taylor,SP
0LkOoasJK84Q,14815,sao paulo,Isabella Evans,SP
0LqFPc10YR1X,8742,ananindeua,Sophia Edwards,PA
0Lyf8eGYQy1y,13044,niteroi,Ava Green,RJ
0M1jsLTW6b5V,87020,santo andre,Rachel Edwards,SP
0MA88JwgNAii,4138,alvorada d'oeste,Aisha Adams,RO
0MDOVZVIhWtB,1254,sao paulo,Ava Scott,SP
0MOHmrZwo85k,95595,belo horizonte,Sophia Martin,MG
0MSzjzpSHtbA,2842,nova friburgo,Ali Johnson,RJ
0MjHzFMoYIX0,16078,avare,James Anderson,SP
0MmKqCTOVqCC,55298,suzano,Fatima Martin,SP
0MngL9J5HOQw,4308,rio de janeiro,Daniel Anderson,RJ
0MpKMUZsNHaj,28685,santa cruz do capibaribe,Sophia King,PE
0MqZehtIHoUq,64220,juiz de fora,John Harris,MG
0Mr1k5WVWSFZ,84990,japura,Emma Campbell,PR
0MxLudowjsY3,46550,sao paulo,Olivia Evans,SP
0Mxu2WSJUuwJ,54430,campo grande,Rachel Hill,MS
0MyZvBTepHmM,76340,sao paulo,John Harris,SP
0N1MqNqaPsgU,41311,santos,Carlos Turner,SP
0N6GGSyjKloV,37880,curitiba,Laura Baker,PR
0NDhRL868bYh,6246,chapeco,Amanda King,SC
0NTLKsd2xY2J,31150,caxias do sul,Ashley Robinson,RS
0NbHr0YDyNVU,15900,limeira,Jessica Evans,SP
0NicTq0k5G5u,89254,senador cortes,Liam Lewis,MG
0NlSfX3RQWYo,24717,sao paulo,Joseph Rodriguez,SP
0NmWOInLcaXw,17054,lucas do rio verde,Hannah Thompson,MT
0Nn8xuOt64ka,4814,chapeco,Liam Scott,SC
0NtGQGnkQN9b,36594,rio das ostras,Mia Scott,RJ
0OIQxzMogPlP,29315,sao paulo,Benjamin Hill,SP
0ON3Rat5Do8k,90460,vitoria,Emma Clark,ES
0OSxpH9quhKa,21020,curitiba,Carlos Thomas,PR
0OmtUcb4gW1R,22773,maracai,Fatima Ramirez,SP
0OtDDVGJ16Am,14166,salvador,Raj Ramirez,BA
0P7dqVuRZJIV,72602,santos,Noah Evans,SP
0PIm1iJ0XbN6,5048,sao carlos,David Martinez,SP
0PLYUIXjqTPw,58062,marica,Fatima Lee,RJ
0PNgr7EoJ1bn,89818,rio de janeiro,Ava Clark,RJ
0PSvLkdll11E,11020,sao paulo,Sophia Smith,SP
0PTeAIBdQ5O6,58396,cosmopolis,Megan Evans,SP
0PWQi19vxMaH,23525,rio de janeiro,Benjamin Lee,RJ
0PXNy4rCS7Az,81510,portao,Amanda Clark,RS
0PqRsh85lgfF,36400,belo horizonte,Rachel Mitchell,MG
0QGoASAABBqb,3272,barueri,Hannah Adams,SP
0QJsMnsticAF,5847,brasilia,William Martinez,DF
0QMcmCZc7bje,72275,belo horizonte,Nicole Edwards,MG
0QNZpr2Ckqop,75530,belo horizonte,Fatima Hill,MG
0QOUCUeDnBfg,95960,diadema,Robert Roberts,SP
0QgIIKlc0wN2,59078,rio grande da serra,Ashley Hall,SP
0R14iG9pDPoC,27930,sao goncalo,Michael Brown,RJ
0R1uscsfDDQw,35498,rio de janeiro,Michael Garcia,RJ
0R5LCjJuARU8,86290,ituiutaba,Raj Martin,MG
0R9z0iiHCmXI,58081,cabo frio,Sarah Lewis,RJ
0RAYGH5Q0BNH,89805,pouso alegre,Tomasz Nelson,MG
0RD0i9XEd4sD,13313,bage,Nicole Perez,RS
0RGqTELxesQp,5782,pium,William Edwards,TO
0RGsxFYupOMJ,88865,campinas,Hannah Thompson,SP
0RQsI6ljFWGm,4173,goiania,Andrew White,GO
0ReRgREfBPl6,54420,itapoa,Megan Allen,SC
0RhHUhBzjrnu,58429,registro,Jessica Smith,SP
0RhOLZD4SF9n,29020,rio de janeiro,Emma Scott,RJ
0RtHjMmhpiIN,29143,belo horizonte,Andrew Walker,MG
0Rvh3Ern0C38,46550,sao paulo,Rachel Anderson,SP
0Rw1HjR4Vnsg,99030,belo horizonte,Chen Roberts,MG
0Rz5MACoO3uZ,4039,belo horizonte,Noah Taylor,MG
0S23qJcUA4PO,66635,guarulhos,Olivia Thomas,SP
0S5jHwykMJ4X,1521,belo horizonte,Noah Ramirez,MG
0SLg5IK9zfiL,74369,carmo da cachoeira,Carlos Taylor,MG
0SVINKyCYiIu,81250,ibiraiaras,Benjamin Hill,RS
0T6EaPGXo9FF,60520,sao bernardo do campo,Chen Roberts,SP
0T6xYpqDuw1f,72135,sao paulo,Michael Evans,SP
0TDonrzIilF9,67140,sao paulo,Fatima Ramirez,SP
0TIyEjqtlV4E,59295,porto alegre,James Garcia,RS
0TLZisMMKGkv,75104,osasco,Ashley Baker,SP
0TSMxuwn5zgJ,6028,sao paulo,Sarah Roberts,SP
0TVw0oSMd0I9,9443,goiania,Laura Edwards,GO
0TWxYqNv0YgN,76465,santos,Elijah Rodriguez,SP
0TgVGgssEWsF,8121,sao paulo,Emily Green,SP
0Tm7BDyehbUm,13455,fortaleza,Noah Jackson,CE
0Ty7T0JON9cm,36820,sao paulo,Chen Thomas,SP
0U37jGwtsXCI,36913,coromandel,David Rodriguez,MG
0U5lMoqZ0nKS,33035,maringa,Laura Nelson,PR
0UFw9aXHcUzk,73980,cerqueira cesar,James Turner,SP
0URratyq2N38,1427,porto alegre,Raj Wright,RS
0UVbN3aJKUiS,4931,cerquilho,Benjamin Edwards,SP
0UZavy1OITPu,44033,dom vicoso,Carlos King,MG
0UtFEDZO2CVi,26572,peruibe,Chris Nelson,SP
0Uv8mX8bJHHF,79905,sao paulo,Rachel Young,SP
0UxQJwbJCu35,21012,indaiatuba,John Johnson,SP
0V0TawCxEPwF,25571,caraguatatuba,Carlos Walker,SP
0V3C4sdd2HDq,8770,sao paulo,Megan Martin,SP
0V89mr6aBLyz,13454,santo andre,Ali Garcia,SP
0VGV1Bs3568Y,4267,jundiai,Mei Ramirez,SP
0VGvxLwmkAPL,36088,picos,Liam Green,PI
0VhNXoTSUmSQ,1329,sao paulo,Sarah Martinez,SP
0Vhpjg0LT4e2,9841,sao bernardo do campo,Mei Thomas,SP
0VpAl4Erh1M2,18860,perdoes,Robert Taylor,MG
0VyJW9sMAIDf,12953,fortaleza,Olivia Hall,CE
0VyO0ltupyqz,88138,sao paulo,Sophia Green,SP
0W5robcWxYHl,29212,sao paulo,Amanda Scott,SP
0W8JPqTt3j35,75523,bom jardim,Ava Young,RJ
0WCdBGrKQpqS,91770,angra dos reis,Chris Hill,RJ
0WNQQij9MWe5,46550,sao paulo,Andrew King,SP
0WTQRW0otMRH,63575,viradouro,Andrew Wright,SP
0WX6TOzGLp4E,58075,rio de janeiro,Sarah Johnson,RJ
0WZSqduOSNgc,89111,campinas,Hannah Taylor,SP
0We1kNp5Bo3k,26910,carapicuiba,John Wright,SP
0Wi8Z3oNfBl4,38073,marinopolis,Mei Scott,SP
0WrYcovL9IzB,66123,girua,Carlos Thomas,RS
0WribU4Mw3Vu,28735,londrina,Amanda Phillips,PR
0WxuIjlq8e2i,5452,juiz de fora,Robert Hall,MG
0XDd2eWSL5ni,74215,joinville,Rachel Walker,SC
0XFivfJKwZvM,4133,salvador,Aisha Parker,BA
0XIrrD67bLLP,38408,iguatama,Isabella Brown,MG
0XLKm5xmuSnq,19810,novo hamburgo,Noah Evans,RS
0XVbCIZNMIP7,32661,junqueiropolis,Laura White,SP
0XXnr0uhSxAm,29190,fortaleza,Raj Phillips,CE
0Xa4jbecDjjV,59012,franca,James Lewis,SP
0XbT4iOSmrYM,28999,vilhena,Joseph Robinson,RO
0XgQQ4BUlun3,40220,niteroi,Elijah Mitchell,RJ
0XiA2nUWz2bW,57230,sao paulo,Chris Adams,SP
0Xp6vPW0af0p,3012,recife,Amanda White,PE
0XtUf6oWnlKR,32920,sao goncalo,William Turner,RJ
0Y0wZNB9Ii8d,68501,sao caetano do sul,Ava Anderson,SP
0Y2Bd23yB6RF,69306,rio de janeiro,Chris Harris,RJ
0Y5B6uxGKL7k,74650,osasco,Ava Thompson,SP
0YXNX8R36IpU,29201,patrocinio,Joseph Mitchell,MG
0YerHRFNhUiO,27925,sao jose dos campos,Liam Martin,SP
0YesZoHCI3HM,9406,ribeirao das neves,Daniel Nelson,MG
0YkS59rjnKHX,2976,cuiaba,Michael Campbell,MT
0Z0ODnlji0fe,58429,registro,Laura Young,SP
0Z5pETEBqzBy,2013,paracambi,Lucas Campbell,RJ
0Z6KOE12agYb,53435,coqueiro baixo,Andrew Turner,RS
0ZFdEYCh7KYV,27285,sao paulo,Andrew Adams,SP
0ZHfdojBh1uV,9850,brasilia,William Garcia,DF
0ZIHwOF6ScDC,88805,manaus,Hannah Wright,AM
0ZKqYMDdiA95,29735,guaruja,Mia Smith,SP
0ZP6nmYciTJz,11703,serra,Chris Campbell,ES
0ZS60Xmto8BL,87505,brasilia,Benjamin Roberts,DF
0ZdKUfTqv2dJ,38970,serra negra,Emily Scott,SP
0ZfD7COHZeMd,85410,pontal,William Green,SP
0ZjfXeP8rbud,35485,sertaozinho,Olivia White,SP
0Zopjx33etB4,75836,praia grande,Nicole Ramirez,SP
0a1v3IKk9lwT,6774,campos dos goytacazes,Mia Robinson,RJ
0a2J3iJiNBeo,65073,diadema,Mei Lee,SP
0a2SkcmXaDJr,89065,sao paulo,Nicole Campbell,SP
0aIRIXZUSKlr,6620,curitiba,Benjamin Ramirez,PR
0aJIlhjKHusr,70297,itapetininga,Ashley Walker,SP
0aKud6eoWtiK,88220,sao paulo,Joshua King,SP
0aTR2XKlbW0Z,65058,rio de janeiro,Noah Ramirez,RJ
0aUDXPU65z9t,36883,campo grande,Michael Harris,MS
0abhY9vj9pTN,17533,monte mor,Emma Martin,SP
0b1kTjqi8dA9,39645,santos,Megan Green,SP
0b2BoRgVZpBA,18056,belem,Ashley Lee,PA
0b8NVXzE5P9l,89888,jandaia do sul,Mei Anderson,PR
0bWGyuTfBR3Y,26423,rio de janeiro,Ali Anderson,RJ
0bb8o8KyBuSp,71596,sao miguel do araguaia,John White,GO
0bjhFMSxsMnc,2033,sao paulo,Isabella Scott,SP
0blmlaFl7t16,4154,belo horizonte,Olivia Campbell,MG
0box3mnLQxUF,7080,sao goncalo do rio abaixo,Mei Taylor,MG
0btXaSk9jLMQ,72813,contagem,Benjamin Campbell,MG
0bwgQlxmxQfO,84990,japura,Mei Roberts,PR
0c9eYuGAd0ha,91050,campo limpo paulista,James Phillips,SP
0cInp3FR5HBs,52070,sao paulo,Amanda Martinez,SP
0cWrrSNcoe2f,15890,goiania,Olivia Anderson,GO
0cYUzM0xoyJj,3945,guarulhos,Megan Thompson,SP
0cmCv3WX5pwI,3345,rio de janeiro,Sophia Hall,RJ
0cmbDR5zt4Rp,69055,sorocaba,Elijah Allen,SP
0cqVlmNsiF0s,6142,embu-guacu,Robert Anderson,SP
0cxK11UGKYyF,75083,rondonopolis,Andrew Smith,MT
0d8Cxm2v7trA,36225,jundiai,Michael Jackson,SP
0d8t5WzPNyI8,26196,bom despacho,James Martin,MG
0dIyhgfB80hc,97760,brasilia,Elijah Hall,DF
0dTAHMAGvSRf,8765,belo horizonte,Robert Allen,MG
0dbDZ6HgOW26,2041,aparecida de goiania,Aisha Baker,GO
0dbZ3t0DAERH,64023,balneario camboriu,Robert Scott,SC
0dnb07hrVeik,58027,rio de janeiro,Michael Brown,RJ
0e2gHrSUxlRg,55200,sapucaia do sul,Fatima Turner,RS
0e3UzMws2ukh,3223,itapeva,John Clark,SP
0e6fc58jUdxJ,3912,itajuba,Tomasz Allen,MG
0e7L8C5Kb01H,58187,sao joao da barra,Ava Perez,RJ
0eI6jAnXersS,41280,santo andre,Emma Mitchell,SP
0eIeCmCL66Fd,38665,sao paulo,Joseph Evans,SP
0eJ6i85xPLnA,80040,sao paulo,Andrew Allen,SP
0eJP6dpqzehk,4730,americana,Hannah Evans,SP
0eU6SHkQy02b,45190,gravatai,Sophia Edwards,RS
0eZPNcoM8Wt4,44892,matao,Nicole Allen,SP
0eknDY2e2vk0,4416,cachoeiro de itapemirim,Nicole Hall,ES
0f7t3Z6BhpAK,9854,guarulhos,Ava Baker,SP
0f7xH51az2Gl,55409,manaus,Tomasz White,AM
0fIzZ29bbHlk,37260,floresta,James Phillips,PR
0fOO2mZOjk2t,23932,salvador,Benjamin Walker,BA
0fPqK9CHkVeZ,13564,joinville,Isabella Young,SC
0fTYi1INfTo6,28621,itaocara,James Edwards,RJ
0fYfPl5MNcmZ,1521,belo horizonte,John Roberts,MG
0fbv2MuqXbqx,27915,araxa,Carlos Parker,MG
0fczIN4hh6Iq,4050,linhares,Chen Hall,ES
0ff94tVHniQt,19801,sao paulo,Hannah Parker,SP
0fsBkGgyeNVB,32450,sao paulo,Laura Campbell,SP
0fsjU8IwTDoV,5170,guarulhos,Lucas Baker,SP
0g1JA7TeD9yb,2867,porto alegre,Laura Ramirez,RS
0g91inGI64N5,61902,sao paulo,Emma Hill,SP
0gEFGTxUQ3oC,89765,araraquara,Liam Nelson,SP
0gIEjuBuogLX,25540,sao luis do quitunde,Daniel Robinson,AL
0gOA0q3VGTk9,94010,campinas,Aisha Wright,SP
0gRsaNw4lQJ4,66635,guarulhos,Emily Hill,SP
0gS66UrZdxYA,82300,andradina,Raj Nelson,SP
0gZ2RgoDapN9,66810,erechim,Carlos Lee,RS
0gd2UG0fkI5z,85640,cubatao,Robert Taylor,SP
0ghazbOFPGa8,88331,apucarana,Sophia Edwards,PR
0gn47l3bbiJ9,40220,niteroi,Lucas Smith,RJ
0gpY4w1ueDk8,1511,cajamar,Jessica Hill,SP
0gskbqL5jVNf,74367,guaruja,Joshua Nelson,SP
0gu4daXnKqLu,11709,sao joao del rei,Raj Campbell,MG
0h5OHLYu0oyx,12081,sao paulo,Ava Edwards,SP
0h5pUwHC9krO,92323,santos,Emily Harris,SP
0hFhV4DVOvwZ,57160,sao paulo,Michael Campbell,SP
0hPr121dLOzs,3345,rio de janeiro,Lucas Hall,RJ
0hUpLD0THP8b,45655,juiz de fora,William Thompson,MG
0hgtXTbWSmfa,42701,capivari,Joshua Thomas,SP
